 PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SPED   THTA   THTE   THTV
    hPa      m      C      C      %   g/kg    deg    m/s      K      K      K 
-----------------------------------------------------------------------------
  118.0  14996  -58.0  -85.3      2   0.00    300   15.4  396.2  396.2  396.2
  117.8  15005  -58.1  -85.3      2   0.00    301   15.5  396.2  396.3  396.2
  117.7  15016  -58.1  -85.4      2   0.00    301   15.6  396.3  396.3  396.3
  117.5  15023  -58.1  -85.4      2   0.00    301   15.7  396.5  396.5  396.5
  117.3  15033  -58.1  -85.4      2   0.00    301   15.8  396.7  396.7  396.7
  117.2  15044  -58.2  -85.4      2   0.00    301   15.8  396.7  396.7  396.7
  117.0  15051  -58.2  -85.5      2   0.00    301   15.9  396.8  396.8  396.8
  116.8  15061  -58.2  -85.5      2   0.00    302   15.9  396.9  396.9  396.9
  116.6  15071  -58.2  -85.5      2   0.00    302   15.9  397.1  397.1  397.1
  116.5  15080  -58.2  -85.5      2   0.00    302   15.9  397.2  397.3  397.2
  116.3  15089  -58.2  -85.6      2   0.00    302   15.9  397.5  397.5  397.5
  116.1  15097  -58.1  -85.6      2   0.00    302   15.8  397.8  397.8  397.8
  115.9  15107  -58.2  -85.6      2   0.00    302   15.7  397.9  397.9  397.9
  115.8  15118  -58.2  -85.7      2   0.00    302   15.6  398.0  398.0  398.0
  115.6  15128  -58.2  -85.7      2   0.00    302   15.4  398.2  398.3  398.2
  115.4  15136  -57.9  -85.6      2   0.00    302   15.3  398.9  398.9  398.9
  115.2  15147  -57.8  -85.5      2   0.00    302   15.1  399.4  399.4  399.4
  115.1  15156  -57.7  -85.6      2   0.00    302   15.0  399.5  399.5  399.5
  114.9  15167  -57.7  -85.6      2   0.00    302   14.8  399.8  399.8  399.8
  114.7  15176  -57.6  -85.6      2   0.00    302   14.6  400.2  400.2  400.2
  114.5  15185  -57.6  -85.6      2   0.00    302   14.4  400.4  400.5  400.4
  114.4  15195  -57.6  -85.6      2   0.00    303   14.3  400.5  400.5  400.5
  114.2  15204  -57.7  -85.7      2   0.00    303   14.1  400.5  400.6  400.5
  114.0  15213  -57.6  -85.7      2   0.00    303   13.9  400.8  400.8  400.8
  113.8  15223  -57.6  -85.6      2   0.00    303   13.8  401.1  401.1  401.1
  113.6  15234  -57.6  -85.7      2   0.00    304   13.6  401.2  401.2  401.2
  113.5  15245  -57.5  -85.6      2   0.00    304   13.5  401.5  401.5  401.5
  113.3  15255  -57.4  -85.5      2   0.00    304   13.4  402.0  402.0  402.0
  113.1  15266  -57.3  -85.5      2   0.00    304   13.3  402.3  402.3  402.3
  112.9  15274  -57.3  -85.4      2   0.00    304   13.2  402.5  402.5  402.5
  112.8  15283  -57.3  -85.4      2   0.00    304   13.1  402.6  402.6  402.6
  112.6  15293  -57.3  -85.4      2   0.00    304   13.0  402.8  402.8  402.8
  112.4  15304  -57.3  -85.4      2   0.00    304   13.0  403.0  403.0  403.0
  112.2  15314  -57.3  -85.5      2   0.00    303   12.9  403.2  403.2  403.2
  112.0  15323  -57.4  -85.5      2   0.00    303   12.9  403.3  403.3  403.3
  111.9  15336  -57.4  -85.5      2   0.00    302   12.8  403.5  403.5  403.5
  111.7  15345  -57.3  -85.4      2   0.00    301   12.8  403.8  403.8  403.8
  111.5  15355  -57.3  -85.4      2   0.00    300   12.8  404.0  404.1  404.0
  111.3  15365  -57.3  -85.4      2   0.00    299   12.8  404.2  404.2  404.2
  111.1  15376  -57.4  -85.5      2   0.00    298   12.9  404.2  404.3  404.2
  111.0  15384  -57.4  -85.5      2   0.00    297   12.9  404.3  404.3  404.3
  110.8  15395  -57.4  -85.6      2   0.00    296   12.9  404.5  404.5  404.5
  110.6  15405  -57.4  -85.6      2   0.00    295   13.0  404.7  404.7  404.7
  110.4  15413  -57.3  -85.5      2   0.00    294   13.0  405.1  405.1  405.1
  110.3  15426  -57.0  -85.3      2   0.00    294   13.1  405.8  405.8  405.8
  110.1  15435  -56.8  -85.2      2   0.00    293   13.1  406.3  406.3  406.3
  109.9  15445  -56.9  -85.2      2   0.00    293   13.2  406.5  406.5  406.5
  109.7  15455  -56.9  -85.2      2   0.00    293   13.3  406.6  406.6  406.6
  109.6  15463  -57.0  -85.2      2   0.00    293   13.4  406.6  406.6  406.6
  109.4  15474  -57.0  -85.2      2   0.00    293   13.5  406.7  406.8  406.7
  109.2  15484  -57.0  -85.2      2   0.00    293   13.6  406.9  406.9  406.9
  109.1  15495  -57.1  -85.2      2   0.00    293   13.8  406.9  406.9  406.9
  108.9  15504  -57.1  -85.2      2   0.00    294   13.9  407.1  407.1  407.1
  108.7  15514  -57.1  -85.2      2   0.00    294   14.1  407.2  407.2  407.2
  108.5  15525  -57.2  -85.2      2   0.00    294   14.2  407.4  407.4  407.4
  108.4  15536  -57.2  -85.3      2   0.00    294   14.3  407.4  407.4  407.4
  108.2  15545  -57.3  -85.3      2   0.00    294   14.5  407.5  407.5  407.5
  108.0  15552  -57.3  -85.4      2   0.00    294   14.5  407.6  407.6  407.6
  107.9  15562  -57.4  -85.4      2   0.00    294   14.6  407.6  407.6  407.6
  107.7  15573  -57.4  -85.5      2   0.00    294   14.6  407.8  407.8  407.8
  107.5  15584  -57.4  -85.5      2   0.00    294   14.6  408.0  408.0  408.0
  107.4  15594  -57.4  -85.6      2   0.00    293   14.6  408.1  408.2  408.1
  107.2  15603  -57.3  -85.5      2   0.00    293   14.6  408.6  408.6  408.6
  107.0  15614  -57.1  -85.5      2   0.00    293   14.5  409.0  409.1  409.0
  106.9  15625  -56.9  -85.3      2   0.00    292   14.4  409.7  409.7  409.7
  106.7  15633  -56.6  -85.2      2   0.00    292   14.4  410.4  410.4  410.4
  106.5  15644  -56.7  -85.2      2   0.00    292   14.3  410.5  410.5  410.5
  106.4  15652  -56.7  -85.3      2   0.00    293   14.3  410.5  410.5  410.5
  106.2  15663  -56.8  -85.4      2   0.00    293   14.2  410.5  410.5  410.5
  106.0  15672  -56.9  -85.5      2   0.00    294   14.2  410.6  410.7  410.6
  105.9  15683  -56.9  -85.5      2   0.00    294   14.2  410.7  410.7  410.7
  105.7  15694  -56.8  -85.5      2   0.00    295   14.1  411.1  411.1  411.1
  105.5  15702  -56.8  -85.5      2   0.00    296   14.1  411.3  411.3  411.3
  105.3  15713  -56.9  -85.5      2   0.00    297   14.0  411.5  411.5  411.5
  105.2  15724  -56.8  -85.5      2   0.00    298   14.0  411.6  411.6  411.6
  105.0  15734  -56.7  -85.5      2   0.00    299   13.9  412.1  412.1  412.1
  104.8  15744  -56.7  -85.4      2   0.00    300   13.9  412.4  412.4  412.4
  104.7  15755  -56.6  -85.4      2   0.00    300   13.8  412.7  412.7  412.7
  104.5  15766  -56.5  -85.3      2   0.00    301   13.7  413.1  413.1  413.1
  104.3  15776  -56.4  -85.3      2   0.00    301   13.6  413.4  413.4  413.4
  104.2  15783  -56.4  -85.3      2   0.00    302   13.5  413.6  413.6  413.6
  104.0  15793  -56.4  -85.3      2   0.00    302   13.3  413.8  413.8  413.8
  103.9  15803  -56.5  -85.3      2   0.00    302   13.2  413.7  413.7  413.7
  103.7  15815  -56.6  -85.3      2   0.00    302   13.0  413.8  413.8  413.8
  103.5  15823  -56.7  -85.4      2   0.00    302   12.8  413.9  413.9  413.9
  103.4  15834  -56.7  -85.4      2   0.00    302   12.6  413.8  413.9  413.9
  103.2  15845  -56.8  -85.4      2   0.00    301   12.4  413.9  414.0  413.9
  103.0  15856  -56.9  -85.4      2   0.00    301   12.3  414.1  414.1  414.1
  102.8  15868  -57.0  -85.5      2   0.00    300   12.1  414.1  414.1  414.1
  102.6  15878  -57.1  -85.6      2   0.00    299   11.9  414.2  414.2  414.2
  102.5  15890  -57.1  -85.6      2   0.00    299   11.8  414.2  414.2  414.2
  102.3  15902  -56.9  -85.5      2   0.00    298   11.7  414.8  414.8  414.8
  102.1  15912  -56.7  -85.4      2   0.00    297   11.6  415.4  415.4  415.4
  101.9  15922  -56.6  -85.3      2   0.00    296   11.5  415.9  415.9  415.9
  101.8  15932  -56.5  -85.3      2   0.00    295   11.5  416.1  416.1  416.1
  101.6  15939  -56.5  -85.3      1   0.00    294   11.6  416.5  416.5  416.5
  101.5  15949  -56.4  -85.3      1   0.00    293   11.6  416.7  416.7  416.7
  101.3  15959  -56.2  -85.2      1   0.00    293   11.7  417.2  417.2  417.2
  101.2  15970  -56.3  -85.3      1   0.00    292   11.8  417.2  417.2  417.2
  101.0  15979  -56.4  -85.4      1   0.00    291   12.0  417.3  417.3  417.3
  100.9  15988  -56.4  -85.4      1   0.00    291   12.1  417.4  417.5  417.4
  100.7  15998  -56.4  -85.4      1   0.00    290   12.2  417.6  417.7  417.6
  100.6  16008  -56.4  -85.4      1   0.00    289   12.4  417.7  417.8  417.7
  100.4  16019  -56.4  -85.4      1   0.00    289   12.4  418.1  418.1  418.1
  100.2  16028  -56.3  -85.5      1   0.00    288   12.5  418.4  418.4  418.4
  100.1  16037  -56.3  -85.5      1   0.00    287   12.6  418.5  418.5  418.5
  100.0  16043  -56.4  -85.6      1   0.00    287   12.6  418.5  418.6  418.5
   99.9  16048  -56.4  -85.6      1   0.00    286   12.6  418.6  418.7  418.6
   99.8  16058  -56.4  -85.7      1   0.00    285   12.6  418.8  418.8  418.8
   99.6  16068  -56.2  -85.6      1   0.00    284   12.6  419.3  419.3  419.3
   99.5  16078  -56.0  -85.5      1   0.00    283   12.6  419.9  419.9  419.9
   99.3  16089  -55.7  -85.4      1   0.00    282   12.5  420.6  420.6  420.6
   99.1  16097  -55.6  -85.3      1   0.00    282   12.5  421.1  421.1  421.1
   99.0  16109  -55.4  -85.2      1   0.00    281   12.5  421.7  421.7  421.7
   98.8  16118  -55.1  -85.1      1   0.00    281   12.4  422.5  422.5  422.5
   98.7  16128  -54.9  -84.9      1   0.00    280   12.4  422.9  422.9  422.9
   98.5  16138  -54.9  -85.0      1   0.00    280   12.3  423.1  423.2  423.1
   98.4  16147  -54.9  -85.0      1   0.00    280   12.3  423.2  423.3  423.2
   98.2  16157  -55.0  -85.0      1   0.00    280   12.2  423.4  423.4  423.4
   98.1  16171  -55.1  -85.0      1   0.00    280   12.1  423.4  423.4  423.4
   97.9  16179  -55.1  -85.1      1   0.00    281   12.1  423.5  423.5  423.5
   97.7  16190  -55.2  -85.1      1   0.00    281   12.0  423.6  423.6  423.6
   97.6  16201  -55.1  -85.1      1   0.00    282   11.9  423.8  423.8  423.8
   97.4  16213  -55.0  -85.0      1   0.00    283   11.9  424.4  424.4  424.4
   97.2  16222  -54.9  -84.9      1   0.00    284   11.9  424.7  424.8  424.8
   97.1  16231  -54.9  -84.9      1   0.00    285   11.8  424.9  424.9  424.9
   97.0  16241  -54.9  -84.9      1   0.00    286   11.8  425.0  425.0  425.0
   96.8  16251  -55.0  -84.9      1   0.00    287   11.9  425.2  425.2  425.2
   96.7  16260  -55.0  -84.9      1   0.00    288   11.9  425.2  425.3  425.2
   96.5  16270  -55.0  -84.8      1   0.00    289   12.0  425.6  425.6  425.6
   96.3  16281  -54.9  -84.8      1   0.00    290   12.1  425.9  425.9  425.9
   96.2  16292  -54.9  -84.8      1   0.00    291   12.1  426.0  426.0  426.0
   96.0  16301  -54.9  -84.7      1   0.00    292   12.2  426.2  426.3  426.2
   95.9  16310  -54.9  -84.7      1   0.00    292   12.3  426.3  426.4  426.3
   95.7  16322  -55.0  -84.7      1   0.00    293   12.4  426.5  426.6  426.5
   95.6  16331  -55.0  -84.7      1   0.00    294   12.5  426.6  426.6  426.6
   95.5  16340  -55.1  -84.7      1   0.00    295   12.6  426.6  426.6  426.6
   95.3  16350  -55.2  -84.7      1   0.00    295   12.7  426.7  426.7  426.7
   95.2  16359  -55.2  -84.7      1   0.00    296   12.7  426.7  426.7  426.7
   95.0  16370  -55.3  -84.7      1   0.00    297   12.8  426.8  426.8  426.8
   94.9  16380  -55.4  -84.7      1   0.00    298   12.8  426.7  426.7  426.7
   94.7  16392  -55.5  -84.8      1   0.00    299   12.9  426.8  426.9  426.8
   94.5  16401  -55.5  -84.8      1   0.00    300   12.9  427.0  427.0  427.0
   94.4  16411  -55.6  -84.8      1   0.00    301   12.9  426.9  427.0  426.9
   94.2  16421  -55.7  -84.9      1   0.00    302   13.0  427.1  427.1  427.1
   94.1  16432  -55.7  -84.9      1   0.00    303   13.0  427.1  427.1  427.1
   93.9  16443  -55.7  -84.9      1   0.00    304   13.0  427.4  427.4  427.4
   93.8  16454  -55.7  -84.9      1   0.00    306   13.0  427.5  427.6  427.5
   93.6  16465  -55.7  -84.9      1   0.00    307   13.1  427.7  427.8  427.7
   93.5  16473  -55.8  -84.9      1   0.00    308   13.1  427.8  427.8  427.8
   93.3  16485  -55.8  -84.9      1   0.00    309   13.1  428.0  428.1  428.0
   93.2  16495  -55.8  -84.9      1   0.00    310   13.1  428.2  428.2  428.2
   93.0  16506  -55.8  -84.9      1   0.00    310   13.1  428.4  428.4  428.4
   92.9  16517  -55.9  -84.9      1   0.00    311   13.0  428.4  428.5  428.4
   92.7  16528  -55.9  -85.0      1   0.00    311   13.0  428.5  428.5  428.5
   92.6  16535  -56.0  -85.0      1   0.00    311   12.9  428.5  428.5  428.5
   92.4  16547  -56.1  -85.1      1   0.00    311   12.9  428.6  428.6  428.6
   92.3  16557  -56.1  -85.1      1   0.00    311   12.8  428.7  428.7  428.7
   92.1  16567  -56.1  -85.1      1   0.00    311   12.7  429.1  429.1  429.1
   91.9  16579  -55.8  -84.9      1   0.00    311   12.6  429.8  429.8  429.8
   91.8  16590  -55.8  -84.9      1   0.00    310   12.5  430.0  430.1  430.0
   91.6  16600  -55.8  -85.0      1   0.00    310   12.4  430.3  430.3  430.3
   91.5  16609  -55.8  -85.0      1   0.00    309   12.3  430.4  430.4  430.4
   91.3  16620  -55.8  -85.0      1   0.00    309   12.2  430.7  430.7  430.7
   91.2  16631  -55.9  -85.1      1   0.00    309   12.1  430.7  430.7  430.7
   91.0  16643  -55.9  -85.2      1   0.00    308   12.0  430.8  430.9  430.8
   90.9  16651  -56.0  -85.2      1   0.00    308   11.9  430.9  430.9  430.9
   90.8  16661  -56.0  -85.3      1   0.00    308   11.8  430.9  430.9  430.9
   90.6  16671  -56.0  -85.3      1   0.00    308   11.8  431.2  431.2  431.2
   90.5  16681  -55.9  -85.3      1   0.00    308   11.7  431.5  431.5  431.5
   90.3  16693  -55.8  -85.2      1   0.00    308   11.7  432.0  432.1  432.0
   90.2  16703  -55.7  -85.1      1   0.00    308   11.6  432.4  432.4  432.4
   90.0  16713  -55.5  -85.0      1   0.00    309   11.5  433.0  433.0  433.0
   89.9  16723  -55.4  -85.0      1   0.00    309   11.5  433.3  433.3  433.3
   89.7  16734  -55.5  -85.0      1   0.00    309   11.4  433.6  433.6  433.6
   89.6  16743  -55.5  -85.0      1   0.00    310   11.3  433.6  433.7  433.6
   89.5  16752  -55.5  -85.0      1   0.00    310   11.3  433.8  433.8  433.8
   89.3  16764  -55.5  -85.0      1   0.00    311   11.2  434.1  434.1  434.1
   89.2  16773  -55.5  -85.0      1   0.00    311   11.1  434.1  434.1  434.1
   89.0  16783  -55.6  -85.0      1   0.00    312   11.0  434.2  434.2  434.2
   88.9  16794  -55.7  -85.1      1   0.00    312   10.9  434.2  434.3  434.2
   88.7  16804  -55.7  -85.1      1   0.00    313   10.8  434.4  434.4  434.4
   88.6  16815  -55.8  -85.1      1   0.00    313   10.7  434.4  434.4  434.4
   88.5  16825  -55.9  -85.1      1   0.00    313   10.6  434.3  434.3  434.3
   88.3  16835  -55.9  -85.1      1   0.00    314   10.5  434.5  434.5  434.5
   88.2  16845  -56.0  -85.1      1   0.00    314   10.5  434.6  434.7  434.6
   88.0  16856  -56.0  -85.1      1   0.00    314   10.4  434.8  434.8  434.8
   87.9  16865  -56.1  -85.1      1   0.00    314   10.3  434.8  434.8  434.8
   87.7  16877  -56.2  -85.2      1   0.00    314   10.3  434.9  435.0  434.9
   87.6  16888  -56.2  -85.2      1   0.00    314   10.2  434.9  434.9  434.9
   87.5  16896  -56.3  -85.2      1   0.00    313   10.1  434.9  434.9  434.9
   87.3  16907  -56.4  -85.3      1   0.00    313   10.0  435.1  435.1  435.1
   87.2  16917  -56.3  -85.2      1   0.00    312    9.9  435.3  435.3  435.3
   87.0  16927  -56.3  -85.3      1   0.00    311    9.8  435.6  435.6  435.6
   86.9  16937  -56.3  -85.3      1   0.00    310    9.8  435.7  435.7  435.7
   86.8  16947  -56.4  -85.4      1   0.00    310    9.7  435.7  435.7  435.7
   86.6  16957  -56.4  -85.4      1   0.00    309    9.6  435.9  436.0  435.9
   86.5  16969  -56.3  -85.4      1   0.00    308    9.5  436.3  436.3  436.3
   86.3  16980  -56.3  -85.3      1   0.00    307    9.5  436.7  436.7  436.7
   86.2  16989  -56.3  -85.3      1   0.00    306    9.5  436.8  436.9  436.8
   86.1  17000  -56.3  -85.4      1   0.00    305    9.5  436.9  436.9  436.9
   85.9  17010  -56.4  -85.4      1   0.00    304    9.5  437.1  437.1  437.1
   85.8  17019  -56.5  -85.5      1   0.00    303    9.6  437.1  437.1  437.1
   85.6  17030  -56.5  -85.5      1   0.00    302    9.8  437.2  437.2  437.2
   85.5  17040  -56.6  -85.6      1   0.00    301   10.0  437.2  437.3  437.2
   85.4  17050  -56.7  -85.6      1   0.00    300   10.2  437.3  437.3  437.3
   85.2  17059  -56.7  -85.6      1   0.00    300   10.4  437.5  437.5  437.5
   85.1  17070  -56.6  -85.6      1   0.00    300   10.7  437.8  437.9  437.8
   85.0  17080  -56.5  -85.5      1   0.00    300   10.9  438.1  438.1  438.1
   84.8  17090  -56.5  -85.5      1   0.00    300   11.2  438.5  438.5  438.5
   84.7  17097  -56.5  -85.5      1   0.00    300   11.4  438.6  438.6  438.6
   84.6  17110  -56.5  -85.5      1   0.00    300   11.7  438.7  438.8  438.7
   84.4  17122  -56.5  -85.5      1   0.00    300   11.9  439.0  439.0  439.0
   84.3  17131  -56.6  -85.6      1   0.00    301   12.0  439.0  439.0  439.0
   84.1  17143  -56.7  -85.7      1   0.00    301   12.1  439.2  439.2  439.2
   84.0  17153  -56.7  -85.7      1   0.00    302   12.2  439.2  439.2  439.2
   83.9  17163  -56.7  -85.8      1   0.00    302   12.2  439.3  439.3  439.3
   83.7  17172  -56.7  -85.8      1   0.00    303   12.1  439.6  439.6  439.6
   83.6  17183  -56.7  -85.8      1   0.00    303   12.0  439.8  439.9  439.8
   83.5  17192  -56.6  -85.7      1   0.00    304   11.9  440.2  440.2  440.2
   83.3  17205  -56.5  -85.6      1   0.00    305   11.8  440.8  440.8  440.8
   83.2  17215  -56.3  -85.6      1   0.00    306   11.6  441.2  441.2  441.2
   83.0  17225  -56.3  -85.6      1   0.00    307   11.4  441.5  441.6  441.5
   82.9  17237  -56.3  -85.6      1   0.00    308   11.3  441.8  441.8  441.8
   82.8  17245  -56.2  -85.6      1   0.00    309   11.2  442.1  442.1  442.1
   82.7  17255  -56.2  -85.6      1   0.00    310   11.1  442.3  442.3  442.3
   82.5  17265  -56.2  -85.7      1   0.00    311   11.0  442.6  442.6  442.6
   82.4  17274  -56.2  -85.8      1   0.00    312   10.9  442.7  442.7  442.7
   82.3  17284  -56.2  -85.9      1   0.00    313   10.9  442.8  442.8  442.8
   82.2  17294  -56.2  -85.9      1   0.00    314   10.9  443.0  443.0  443.0
   82.0  17305  -56.1  -86.0      1   0.00    315   10.9  443.4  443.4  443.4
   81.9  17315  -56.0  -85.9      1   0.00    316   10.9  443.9  443.9  443.9
   81.8  17324  -55.8  -85.9      1   0.00    317   10.9  444.4  444.4  444.4
   81.6  17335  -55.6  -85.8      1   0.00    318   10.9  445.1  445.1  445.1
   81.5  17344  -55.4  -85.7      1   0.00    320   10.9  445.7  445.8  445.7
   81.4  17357  -55.2  -85.6      1   0.00    321   10.9  446.4  446.4  446.4
   81.2  17367  -55.0  -85.5      1   0.00    322   10.8  447.1  447.1  447.1
   81.1  17377  -54.8  -85.5      1   0.00    324   10.7  447.5  447.5  447.5
   81.0  17389  -54.7  -85.4      1   0.00    325   10.6  447.9  447.9  447.9
   80.8  17399  -54.6  -85.3      1   0.00    326   10.4  448.5  448.5  448.5
   80.7  17406  -54.5  -85.3      1   0.00    328   10.2  448.8  448.8  448.8
   80.6  17417  -54.4  -85.2      1   0.00    329   10.1  449.1  449.1  449.1
   80.5  17427  -54.4  -85.2      1   0.00    330    9.9  449.4  449.4  449.4
   80.3  17436  -54.4  -85.2      1   0.00    331    9.7  449.7  449.7  449.7
   80.2  17448  -54.4  -85.2      1   0.00    333    9.6  449.8  449.8  449.8
   80.1  17455  -54.4  -85.2      1   0.00    334    9.4  450.0  450.0  450.0
   80.0  17466  -54.3  -85.1      1   0.00    335    9.3  450.3  450.3  450.3
   79.8  17477  -54.3  -85.0      1   0.00    336    9.2  450.7  450.7  450.7
   79.7  17486  -54.3  -85.0      1   0.00    337    9.1  450.8  450.8  450.8
   79.6  17496  -54.3  -84.9      1   0.00    338    9.1  451.0  451.0  451.0
   79.5  17507  -54.3  -84.9      1   0.00    340    9.1  451.1  451.1  451.1
   79.4  17517  -54.4  -84.9      1   0.00    341    9.1  451.1  451.2  451.1
   79.2  17524  -54.4  -84.8      1   0.00    342    9.2  451.4  451.4  451.4
   79.1  17536  -54.5  -84.8      1   0.00    343    9.3  451.4  451.4  451.4
   79.0  17548  -54.6  -84.8      1   0.00    344    9.4  451.4  451.4  451.4
   78.8  17557  -54.6  -84.8      1   0.00    345    9.5  451.6  451.6  451.6
   78.7  17570  -54.7  -84.8      1   0.00    346    9.6  451.7  451.7  451.7
   78.6  17578  -54.7  -84.8      1   0.00    347    9.6  451.7  451.7  451.7
   78.5  17589  -54.8  -84.8      1   0.00    348    9.7  451.8  451.8  451.8
   78.3  17598  -54.9  -84.8      1   0.00    349    9.8  452.0  452.0  452.0
   78.2  17610  -54.9  -84.8      1   0.00    349    9.9  452.0  452.0  452.0
   78.1  17620  -55.0  -84.7      1   0.00    350    9.9  452.0  452.1  452.0
   77.9  17630  -55.1  -84.8      1   0.00    351    9.9  452.2  452.2  452.2
   77.8  17640  -55.1  -84.8      1   0.00    352    9.9  452.2  452.2  452.2
   77.7  17650  -55.2  -84.8      1   0.00    353    9.8  452.2  452.2  452.2
   77.6  17661  -55.3  -84.8      1   0.00    354    9.8  452.2  452.2  452.2
   77.4  17673  -55.4  -84.8      1   0.00    355    9.7  452.3  452.4  452.3
   77.3  17680  -55.5  -84.8      1   0.00    357    9.6  452.3  452.4  452.3
   77.2  17691  -55.6  -84.8      1   0.00    358    9.5  452.3  452.4  452.3
   77.1  17700  -55.6  -84.9      1   0.00    360    9.4  452.3  452.3  452.3
   76.9  17713  -55.7  -84.9      1   0.00      1    9.3  452.5  452.5  452.5
   76.8  17724  -55.8  -84.9      1   0.00      3    9.2  452.4  452.5  452.4
   76.7  17732  -55.9  -85.0      1   0.00      4    9.1  452.4  452.5  452.5
   76.6  17745  -56.0  -85.0      1   0.00      5    9.0  452.4  452.5  452.4
   76.4  17756  -56.1  -85.0      2   0.00      6    8.9  452.6  452.6  452.6
   76.3  17765  -56.1  -85.1      2   0.00      7    8.8  452.6  452.7  452.6
   76.2  17776  -56.2  -85.1      2   0.00      7    8.8  452.7  452.7  452.7
   76.1  17786  -56.3  -85.1      2   0.00      8    8.7  452.7  452.7  452.7
   75.9  17796  -56.4  -85.2      2   0.00      7    8.6  452.9  452.9  452.9
   75.8  17808  -56.5  -85.2      2   0.00      7    8.5  452.8  452.9  452.8
   75.7  17816  -56.6  -85.3      2   0.00      6    8.4  452.8  452.8  452.8
   75.6  17828  -56.7  -85.4      2   0.00      4    8.3  452.8  452.8  452.8
   75.4  17840  -56.7  -85.4      2   0.00      3    8.2  452.9  452.9  452.9
   75.3  17850  -56.8  -85.5      2   0.00      1    8.2  452.9  452.9  452.9
   75.2  17861  -56.8  -85.5      2   0.00    359    8.1  453.0  453.1  453.0
   75.0  17870  -56.7  -85.4      2   0.00    357    8.0  453.7  453.7  453.7
   74.9  17881  -56.7  -85.4      2   0.00    355    7.9  454.0  454.0  454.0
   74.8  17893  -56.7  -85.4      2   0.00    353    7.9  454.1  454.1  454.1
   74.7  17901  -56.7  -85.4      2   0.00    351    7.9  454.2  454.2  454.2
   74.6  17911  -56.8  -85.4      2   0.00    349    7.8  454.2  454.3  454.2
   74.4  17924  -56.8  -85.5      2   0.00    347    7.8  454.5  454.5  454.5
   74.3  17934  -56.9  -85.5      2   0.00    345    7.9  454.5  454.5  454.5
   74.2  17944  -57.0  -85.5      2   0.00    343    7.9  454.5  454.6  454.5
   74.1  17956  -57.0  -85.5      2   0.00    342    8.0  454.6  454.6  454.6
   73.9  17965  -57.1  -85.6      2   0.00    340    8.1  454.8  454.8  454.8
   73.8  17975  -57.2  -85.6      2   0.00    339    8.3  454.8  454.9  454.8
   73.7  17986  -57.2  -85.6      2   0.00    338    8.5  454.9  454.9  454.9
   73.6  17996  -57.3  -85.7      2   0.00    337    8.7  454.8  454.9  454.8
   73.5  18006  -57.4  -85.7      2   0.00    336    8.9  454.9  454.9  454.9
   73.3  18016  -57.5  -85.8      2   0.00    335    9.1  455.0  455.1  455.0
   73.2  18026  -57.6  -85.8      2   0.00    335    9.4  455.0  455.1  455.0
   73.1  18035  -57.6  -85.8      2   0.00    334    9.6  455.1  455.1  455.1
   73.0  18048  -57.7  -85.9      2   0.00    334    9.8  455.2  455.2  455.2
   72.9  18057  -57.7  -85.9      2   0.00    334    9.9  455.3  455.3  455.3
   72.8  18067  -57.7  -85.9      2   0.00    334   10.0  455.4  455.4  455.4
   72.6  18076  -57.8  -86.0      2   0.00    334   10.1  455.6  455.7  455.6
   72.5  18088  -57.8  -86.0      2   0.00    334   10.2  455.8  455.8  455.8
   72.4  18097  -57.8  -86.0      2   0.00    335   10.1  456.0  456.0  456.0
   72.3  18109  -57.8  -86.0      2   0.00    335   10.1  456.1  456.1  456.1
   72.2  18119  -57.8  -86.1      2   0.00    335   10.0  456.2  456.2  456.2
   72.1  18127  -57.8  -86.1      2   0.00    335    9.9  456.6  456.6  456.6
   71.9  18138  -57.4  -85.9      2   0.00    336    9.8  457.6  457.6  457.6
   71.8  18148  -57.4  -85.8      2   0.00    336    9.7  458.0  458.0  458.0
   71.7  18158  -57.3  -85.8      2   0.00    336    9.5  458.2  458.2  458.2
   71.6  18170  -57.3  -85.9      2   0.00    336    9.4  458.4  458.4  458.4
   71.5  18183  -57.4  -85.9      2   0.00    336    9.3  458.5  458.6  458.5
   71.3  18191  -57.3  -85.9      2   0.00    336    9.1  459.0  459.0  459.0
   71.2  18201  -57.3  -85.9      2   0.00    335    9.0  459.3  459.3  459.3
   71.1  18215  -57.3  -85.9      2   0.00    335    8.9  459.4  459.4  459.4
   71.0  18225  -57.4  -86.0      2   0.00    335    8.7  459.4  459.4  459.4
   70.8  18234  -57.5  -86.0      2   0.00    335    8.6  459.6  459.6  459.6
   70.7  18244  -57.5  -86.0      2   0.00    334    8.5  459.8  459.8  459.8
   70.6  18256  -57.5  -86.0      2   0.00    334    8.3  459.9  460.0  459.9
   70.5  18266  -57.5  -86.0      2   0.00    334    8.2  460.1  460.1  460.1
   70.4  18278  -57.5  -86.0      2   0.00    333    8.1  460.2  460.2  460.2
   70.2  18290  -57.6  -86.0      2   0.00    333    7.9  460.5  460.5  460.5
   70.1  18299  -57.5  -85.9      2   0.00    332    7.8  460.9  460.9  460.9
   70.0  18308  -57.5  -85.9      2   0.00    332    7.6  461.0  461.0  461.0
   70.0  18309  -57.5  -85.9      2   0.00    331    7.5  460.9  461.0  460.9
   69.9  18321  -57.6  -85.9      2   0.00    331    7.5  460.9  461.0  460.9
   69.8  18334  -57.7  -85.9      2   0.00    330    7.5  461.0  461.0  461.0
