 PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SPED   THTA   THTE   THTV
    hPa      m      C      C      %   g/kg    deg    m/s      K      K      K 
-----------------------------------------------------------------------------
  383.1   7480  -33.6  -35.2     86   0.50    302   30.9  315.1  316.9  315.2
  382.5   7487  -33.7  -35.3     85   0.50    302   31.1  315.2  317.0  315.3
  382.0   7497  -33.7  -35.2     87   0.50    302   31.3  315.2  317.0  315.3
  381.4   7508  -33.8  -35.2     87   0.50    302   31.5  315.2  317.0  315.3
  380.7   7521  -33.9  -35.3     87   0.50    303   31.6  315.2  317.1  315.3
  380.1   7533  -34.0  -35.4     87   0.49    303   31.7  315.3  317.0  315.4
  379.4   7547  -34.1  -35.5     87   0.49    303   31.8  315.3  317.1  315.4
  378.8   7556  -34.2  -35.4     88   0.50    303   31.9  315.4  317.2  315.4
  378.2   7568  -34.2  -35.5     88   0.49    303   32.0  315.5  317.2  315.6
  377.6   7578  -34.3  -35.8     86   0.48    303   32.1  315.5  317.3  315.6
  377.0   7590  -34.3  -35.9     86   0.48    303   32.1  315.6  317.3  315.6
  376.4   7602  -34.4  -35.8     87   0.48    303   32.2  315.6  317.3  315.7
  375.7   7612  -34.5  -35.8     88   0.48    303   32.3  315.6  317.4  315.7
  375.1   7623  -34.6  -35.9     88   0.48    303   32.4  315.7  317.4  315.8
  374.4   7636  -34.7  -36.2     86   0.46    303   32.4  315.7  317.4  315.8
  373.7   7650  -34.8  -36.4     85   0.46    304   32.5  315.8  317.4  315.9
  373.0   7666  -34.9  -36.4     86   0.46    304   32.6  315.8  317.4  315.8
  372.3   7678  -35.0  -36.5     86   0.45    304   32.7  315.8  317.4  315.9
  371.6   7689  -35.1  -36.6     87   0.45    304   32.8  315.8  317.4  315.9
  371.0   7701  -35.3  -36.6     88   0.45    305   32.8  315.8  317.4  315.9
  370.4   7715  -35.4  -36.7     88   0.45    305   32.9  315.8  317.4  315.9
  369.8   7725  -35.5  -37.0     86   0.43    305   33.0  315.8  317.4  315.9
  369.2   7735  -35.6  -37.2     85   0.43    305   33.0  315.8  317.4  315.9
  368.6   7746  -35.6  -37.3     85   0.42    305   33.1  315.9  317.4  315.9
  367.9   7757  -35.7  -37.5     84   0.41    305   33.1  315.9  317.4  316.0
  367.2   7773  -35.9  -37.7     83   0.41    305   33.1  315.9  317.4  316.0
  366.6   7786  -36.0  -37.9     82   0.40    305   33.2  315.9  317.4  316.0
  365.9   7796  -36.1  -38.0     82   0.40    305   33.2  316.0  317.4  316.0
  365.2   7811  -36.2  -37.8     85   0.41    305   33.2  316.0  317.5  316.1
  364.5   7825  -36.3  -37.8     86   0.41    305   33.1  316.0  317.5  316.1
  363.7   7841  -36.4  -38.3     83   0.39    305   33.1  316.0  317.4  316.1
  363.1   7853  -36.6  -38.7     81   0.37    305   33.1  316.0  317.4  316.1
  362.5   7863  -36.6  -38.8     80   0.37    305   33.0  316.0  317.4  316.1
  362.0   7873  -36.7  -38.8     81   0.37    305   32.9  316.0  317.4  316.1
  361.4   7882  -36.8  -38.9     81   0.37    305   32.8  316.1  317.5  316.2
  360.9   7893  -36.9  -39.2     79   0.35    305   32.7  316.1  317.4  316.2
  360.3   7903  -37.0  -39.5     78   0.35    305   32.6  316.1  317.4  316.2
  359.6   7914  -37.1  -39.3     80   0.35    305   32.5  316.2  317.5  316.3
  358.9   7929  -37.2  -39.0     84   0.37    305   32.4  316.2  317.6  316.3
  358.1   7949  -37.3  -39.0     85   0.37    305   32.2  316.2  317.6  316.3
  357.4   7963  -37.5  -39.6     80   0.34    305   32.1  316.2  317.5  316.3
  356.8   7973  -37.5  -40.2     76   0.33    305   32.0  316.3  317.5  316.3
  356.2   7982  -37.6  -40.2     77   0.33    305   31.9  316.3  317.5  316.4
  355.7   7992  -37.7  -40.2     77   0.33    305   31.9  316.3  317.5  316.4
  355.1   8005  -37.8  -40.3     77   0.32    305   31.9  316.4  317.6  316.4
  354.5   8017  -37.9  -40.2     79   0.32    304   32.0  316.4  317.6  316.4
  354.0   8027  -38.0  -39.9     82   0.34    304   32.1  316.4  317.6  316.4
  353.4   8037  -38.1  -39.7     85   0.35    304   32.2  316.4  317.7  316.5
  352.8   8049  -38.2  -40.1     82   0.33    304   32.4  316.4  317.7  316.5
  352.2   8060  -38.3  -40.5     80   0.32    303   32.5  316.5  317.6  316.5
  351.6   8074  -38.4  -40.3     82   0.33    303   32.7  316.5  317.7  316.6
  350.9   8087  -38.5  -40.1     85   0.33    303   32.9  316.5  317.7  316.6
  350.3   8098  -38.6  -40.1     85   0.33    302   33.0  316.5  317.8  316.6
  349.8   8108  -38.7  -40.4     84   0.32    302   33.1  316.5  317.7  316.6
  349.2   8120  -38.8  -40.7     82   0.31    302   33.1  316.6  317.7  316.6
  348.5   8132  -38.9  -40.9     81   0.31    302   33.1  316.6  317.8  316.7
  347.8   8147  -39.0  -40.9     82   0.31    302   33.1  316.6  317.8  316.7
  347.2   8160  -39.1  -41.0     82   0.31    301   33.1  316.6  317.7  316.7
  346.5   8176  -39.3  -41.3     81   0.30    301   33.0  316.6  317.7  316.6
  345.8   8187  -39.4  -41.7     78   0.28    301   32.9  316.6  317.7  316.7
  345.2   8199  -39.5  -41.8     78   0.28    301   32.8  316.6  317.7  316.7
  344.6   8211  -39.6  -41.7     80   0.29    301   32.7  316.6  317.7  316.7
  344.1   8222  -39.7  -41.6     82   0.29    301   32.6  316.6  317.7  316.7
  343.6   8230  -39.8  -41.6     83   0.29    301   32.5  316.7  317.8  316.7
  343.1   8240  -39.9  -41.7     83   0.29    301   32.4  316.7  317.8  316.7
  342.6   8250  -39.9  -41.7     83   0.29    302   32.3  316.7  317.8  316.8
  342.1   8260  -40.0  -41.7     84   0.29    302   32.2  316.7  317.8  316.8
  341.5   8273  -40.1  -41.6     86   0.29    302   32.1  316.7  317.8  316.8
  340.9   8284  -40.3  -41.6     86   0.29    302   32.1  316.7  317.8  316.8
  340.3   8296  -40.4  -41.7     87   0.29    302   32.0  316.7  317.8  316.8
  339.6   8309  -40.5  -41.8     87   0.29    302   31.9  316.8  317.8  316.8
  339.0   8325  -40.6  -42.1     85   0.28    303   31.8  316.7  317.8  316.8
  338.4   8336  -40.7  -42.6     82   0.26    303   31.7  316.7  317.7  316.8
  337.8   8346  -40.8  -42.9     80   0.26    304   31.7  316.8  317.8  316.8
  337.2   8360  -40.9  -43.1     79   0.25    304   31.6  316.8  317.8  316.9
  336.6   8371  -41.0  -43.1     80   0.25    304   31.5  316.9  317.8  316.9
  336.0   8383  -41.1  -43.1     81   0.25    305   31.5  316.9  317.8  316.9
  335.4   8396  -41.2  -42.9     84   0.26    305   31.4  316.9  317.9  316.9
  334.9   8405  -41.3  -42.8     85   0.26    305   31.4  316.9  317.9  316.9
  334.3   8416  -41.4  -42.7     87   0.27    305   31.4  316.9  317.9  317.0
  333.7   8430  -41.5  -42.7     88   0.27    305   31.4  316.9  317.9  317.0
  333.1   8444  -41.6  -43.0     87   0.26    305   31.4  317.0  317.9  317.0
  332.5   8456  -41.7  -43.6     82   0.24    305   31.4  317.0  318.0  317.1
  332.0   8462  -41.7  -44.1     78   0.23    305   31.5  317.1  318.0  317.2
  331.5   8472  -41.8  -44.4     76   0.22    305   31.5  317.2  318.0  317.2
  331.0   8483  -41.9  -44.6     75   0.22    305   31.6  317.2  318.0  317.2
  330.4   8495  -41.9  -44.7     74   0.22    305   31.7  317.3  318.1  317.3
  329.8   8510  -42.0  -44.9     74   0.21    304   31.9  317.3  318.1  317.3
  329.3   8521  -42.2  -44.9     74   0.21    304   32.0  317.3  318.1  317.3
  328.7   8531  -42.2  -45.0     74   0.21    304   32.2  317.3  318.1  317.4
  328.2   8544  -42.3  -45.0     75   0.21    304   32.4  317.3  318.1  317.4
  327.6   8553  -42.4  -45.1     75   0.21    304   32.6  317.4  318.2  317.4
  327.1   8565  -42.5  -45.1     75   0.21    304   32.8  317.4  318.2  317.4
  326.5   8577  -42.6  -45.2     76   0.21    304   33.0  317.4  318.2  317.4
  326.0   8591  -42.7  -45.2     77   0.21    304   33.1  317.4  318.2  317.4
  325.4   8600  -42.8  -45.3     77   0.21    304   33.3  317.4  318.2  317.5
  324.9   8609  -42.9  -45.4     77   0.20    303   33.4  317.5  318.2  317.5
  324.4   8619  -43.0  -45.4     77   0.20    303   33.5  317.5  318.3  317.5
  323.9   8632  -43.1  -45.5     77   0.20    303   33.6  317.5  318.2  317.5
  323.3   8644  -43.2  -45.6     77   0.20    303   33.6  317.5  318.3  317.5
  322.8   8655  -43.3  -45.7     77   0.20    303   33.7  317.5  318.3  317.5
  322.3   8664  -43.4  -45.7     78   0.20    303   33.7  317.5  318.3  317.6
  321.8   8674  -43.5  -45.8     78   0.20    303   33.8  317.6  318.3  317.6
  321.2   8686  -43.5  -46.0     77   0.19    303   33.8  317.6  318.4  317.6
  320.7   8699  -43.6  -46.2     75   0.19    303   33.9  317.6  318.3  317.6
  320.1   8710  -43.7  -46.5     74   0.18    303   33.9  317.7  318.4  317.7
  319.5   8722  -43.8  -46.8     73   0.18    303   34.0  317.7  318.4  317.7
  318.9   8736  -43.9  -46.9     72   0.18    303   34.1  317.7  318.4  317.8
  318.3   8750  -44.0  -47.1     71   0.17    303   34.2  317.8  318.4  317.8
  317.8   8762  -44.1  -47.4     70   0.17    303   34.3  317.8  318.4  317.8
  317.3   8770  -44.2  -47.6     69   0.16    303   34.4  317.8  318.5  317.9
  316.8   8779  -44.3  -47.7     68   0.16    304   34.4  317.9  318.5  317.9
  316.3   8791  -44.4  -47.9     68   0.16    304   34.5  317.9  318.5  317.9
  315.7   8803  -44.4  -48.1     67   0.16    304   34.5  317.9  318.5  318.0
  315.2   8814  -44.5  -48.4     65   0.15    304   34.5  318.0  318.6  318.0
  314.7   8826  -44.6  -48.6     64   0.15    304   34.4  318.0  318.6  318.0
  314.1   8837  -44.7  -48.8     63   0.14    305   34.4  318.1  318.6  318.1
  313.6   8847  -44.8  -49.1     62   0.14    305   34.3  318.1  318.6  318.1
  313.1   8859  -44.8  -49.3     61   0.14    305   34.2  318.1  318.7  318.2
  312.5   8872  -44.9  -49.4     61   0.14    305   34.1  318.2  318.7  318.2
  312.0   8884  -45.0  -49.4     62   0.14    305   34.0  318.2  318.7  318.2
  311.5   8894  -45.1  -49.4     62   0.14    305   33.9  318.2  318.7  318.2
  311.1   8900  -45.2  -49.3     63   0.14    305   33.8  318.2  318.7  318.2
  310.7   8909  -45.3  -49.3     64   0.14    305   33.7  318.2  318.7  318.2
  310.3   8916  -45.4  -49.3     64   0.14    305   33.7  318.2  318.8  318.3
  309.9   8926  -45.4  -49.4     64   0.14    305   33.6  318.2  318.8  318.2
  309.3   8938  -45.5  -49.4     65   0.14    305   33.6  318.3  318.8  318.3
  308.7   8952  -45.7  -49.5     65   0.14    305   33.6  318.3  318.8  318.3
  308.0   8969  -45.8  -49.6     66   0.13    305   33.6  318.2  318.8  318.3
  307.4   8984  -46.0  -49.8     65   0.13    305   33.5  318.2  318.7  318.2
  306.8   8995  -46.1  -49.9     65   0.13    305   33.5  318.2  318.7  318.3
  306.3   9004  -46.2  -50.1     64   0.13    305   33.5  318.3  318.8  318.3
  305.8   9014  -46.3  -50.2     64   0.13    305   33.4  318.3  318.8  318.3
  305.3   9026  -46.4  -50.6     62   0.12    305   33.4  318.3  318.7  318.3
  304.7   9038  -46.5  -51.1     59   0.11    305   33.3  318.3  318.7  318.3
  304.2   9053  -46.6  -51.7     56   0.11    305   33.3  318.3  318.7  318.3
  303.7   9063  -46.7  -52.2     54   0.10    304   33.2  318.3  318.7  318.3
  303.3   9070  -46.7  -52.5     52   0.10    304   33.2  318.4  318.7  318.4
  302.8   9080  -46.8  -52.8     50   0.09    304   33.2  318.4  318.8  318.4
  302.3   9091  -46.8  -53.2     48   0.09    304   33.2  318.5  318.9  318.5
  301.7   9104  -46.9  -53.7     46   0.08    304   33.2  318.6  318.9  318.6
  301.2   9117  -47.0  -54.5     42   0.08    304   33.3  318.6  318.9  318.6
  300.6   9130  -47.1  -55.3     39   0.07    304   33.3  318.7  318.9  318.7
  300.0   9145  -47.2  -56.0     36   0.06    304   33.3  318.7  319.0  318.7
  300.0   9145  -47.2  -56.0     36   0.06    304   33.3  318.7  319.0  318.7
  299.5   9156  -47.3  -56.5     34   0.06    304   33.4  318.7  318.9  318.7
  299.0   9166  -47.4  -56.7     33   0.06    304   33.4  318.7  319.0  318.8
  298.6   9174  -47.5  -56.7     34   0.06    304   33.4  318.7  319.0  318.8
  298.2   9182  -47.6  -56.6     35   0.06    304   33.4  318.8  319.0  318.8
  297.8   9191  -47.6  -56.4     36   0.06    304   33.4  318.8  319.0  318.8
  297.3   9201  -47.7  -56.3     36   0.06    304   33.4  318.8  319.1  318.8
  296.9   9211  -47.8  -56.3     37   0.06    304   33.4  318.8  319.0  318.8
  296.4   9222  -47.9  -56.3     37   0.06    305   33.3  318.8  319.1  318.8
  296.0   9231  -48.0  -56.3     38   0.06    305   33.3  318.8  319.1  318.9
  295.6   9242  -48.1  -56.4     38   0.06    305   33.3  318.8  319.1  318.8
  295.1   9251  -48.2  -56.4     38   0.06    305   33.3  318.9  319.1  318.9
  294.7   9261  -48.3  -56.3     39   0.06    305   33.2  318.8  319.1  318.9
  294.2   9269  -48.3  -56.3     39   0.06    305   33.2  318.9  319.1  318.9
  293.8   9280  -48.4  -56.3     39   0.06    305   33.1  318.9  319.1  318.9
  293.3   9290  -48.5  -56.3     40   0.06    305   33.1  318.9  319.2  318.9
  292.8   9302  -48.6  -56.3     40   0.06    305   33.1  318.9  319.2  318.9
  292.2   9317  -48.8  -56.3     41   0.06    305   33.0  318.9  319.2  318.9
  291.7   9329  -48.9  -56.4     41   0.06    305   33.0  318.9  319.1  318.9
  291.1   9340  -49.0  -56.4     42   0.06    305   33.0  318.9  319.2  318.9
  290.5   9353  -49.1  -56.4     42   0.06    305   33.0  318.9  319.2  319.0
  290.0   9368  -49.2  -56.4     43   0.06    305   33.0  318.9  319.2  318.9
  289.4   9378  -49.3  -56.4     44   0.06    305   33.0  319.0  319.2  319.0
  288.9   9391  -49.4  -56.3     45   0.06    306   33.0  319.0  319.2  319.0
  288.4   9402  -49.5  -56.2     46   0.07    306   33.1  319.0  319.3  319.0
  287.8   9416  -49.7  -56.1     47   0.07    306   33.2  319.0  319.3  319.0
  287.3   9428  -49.8  -56.1     47   0.07    306   33.4  319.0  319.3  319.0
  286.7   9440  -49.9  -56.1     48   0.07    307   33.5  319.0  319.3  319.0
  286.2   9452  -50.0  -56.1     49   0.07    307   33.7  319.0  319.3  319.0
  285.7   9465  -50.1  -56.0     50   0.07    307   33.8  319.0  319.3  319.0
  285.2   9476  -50.2  -55.9     51   0.07    307   34.0  319.0  319.3  319.0
  284.6   9488  -50.3  -55.9     52   0.07    307   34.2  319.0  319.3  319.1
  284.1   9499  -50.5  -55.9     52   0.07    308   34.3  319.0  319.3  319.0
  283.6   9511  -50.6  -55.9     53   0.07    308   34.5  319.0  319.3  319.0
  283.1   9526  -50.7  -56.0     53   0.07    308   34.6  319.0  319.3  319.0
  282.6   9536  -50.8  -56.0     54   0.07    308   34.7  319.0  319.3  319.0
  282.1   9546  -50.9  -56.0     54   0.07    308   34.8  319.0  319.3  319.0
  281.6   9557  -51.0  -56.1     55   0.07    308   34.9  319.0  319.3  319.1
  281.1   9570  -51.1  -56.1     56   0.07    309   35.0  319.0  319.3  319.1
  280.7   9580  -51.3  -56.1     56   0.07    309   35.1  319.0  319.3  319.0
  280.2   9589  -51.3  -56.0     57   0.07    309   35.2  319.0  319.3  319.1
  279.7   9602  -51.4  -56.0     58   0.07    309   35.3  319.1  319.3  319.1
  279.3   9612  -51.6  -55.9     59   0.07    309   35.4  319.0  319.3  319.0
  278.8   9623  -51.7  -55.9     60   0.07    309   35.5  319.0  319.3  319.1
  278.3   9634  -51.8  -55.8     61   0.07    309   35.6  319.1  319.3  319.1
  277.8   9644  -51.9  -55.8     63   0.07    310   35.7  319.1  319.4  319.1
  277.3   9660  -52.0  -55.7     64   0.07    310   35.8  319.1  319.3  319.1
  276.7   9671  -52.1  -55.6     66   0.07    310   35.8  319.1  319.4  319.1
  276.2   9683  -52.2  -55.3     69   0.08    310   35.9  319.2  319.5  319.2
  275.7   9695  -52.3  -55.1     71   0.08    310   36.0  319.2  319.5  319.2
  275.2   9707  -52.4  -54.9     73   0.08    309   36.0  319.2  319.5  319.2
  274.7   9719  -52.5  -54.9     75   0.08    309   36.0  319.2  319.5  319.2
  274.2   9730  -52.6  -54.9     76   0.08    309   36.1  319.2  319.6  319.2
  273.7   9742  -52.7  -55.0     76   0.08    309   36.1  319.2  319.6  319.2
  273.2   9754  -52.8  -55.1     76   0.08    309   36.1  319.2  319.5  319.2
  272.7   9767  -52.9  -55.4     75   0.08    309   36.1  319.2  319.5  319.2
  272.1   9781  -53.0  -55.6     73   0.07    309   36.1  319.2  319.5  319.3
  271.7   9791  -53.2  -55.9     72   0.07    309   36.1  319.2  319.5  319.2
  271.2   9801  -53.2  -56.2     70   0.07    309   36.1  319.3  319.5  319.3
  270.8   9812  -53.3  -56.6     68   0.07    309   36.1  319.2  319.5  319.3
  270.3   9821  -53.4  -56.9     66   0.06    309   36.1  319.3  319.5  319.3
  269.9   9833  -53.5  -57.2     64   0.06    309   36.1  319.3  319.5  319.3
  269.4   9844  -53.6  -57.5     63   0.06    309   36.1  319.3  319.5  319.3
  269.0   9855  -53.8  -57.8     61   0.06    309   36.2  319.3  319.5  319.3
  268.5   9866  -53.8  -58.3     58   0.05    309   36.2  319.3  319.5  319.3
  268.1   9875  -53.9  -58.9     54   0.05    309   36.2  319.3  319.5  319.3
  267.7   9885  -54.0  -59.6     50   0.05    309   36.2  319.3  319.5  319.3
  267.2   9897  -54.1  -60.3     46   0.04    309   36.2  319.4  319.6  319.4
  266.8   9907  -54.2  -60.9     43   0.04    309   36.2  319.4  319.6  319.4
  266.4   9917  -54.2  -61.2     42   0.04    310   36.2  319.4  319.6  319.5
  266.0   9925  -54.3  -61.3     42   0.04    310   36.2  319.5  319.6  319.5
  265.6   9937  -54.4  -61.3     42   0.04    310   36.2  319.4  319.6  319.5
  265.2   9945  -54.5  -61.1     44   0.04    310   36.2  319.5  319.6  319.5
  264.8   9957  -54.6  -61.0     45   0.04    310   36.1  319.4  319.6  319.4
  264.4   9965  -54.7  -60.8     47   0.04    310   36.1  319.5  319.6  319.5
  263.9   9974  -54.8  -60.7     48   0.04    310   36.0  319.5  319.7  319.5
  263.5   9985  -54.9  -60.6     49   0.04    311   35.9  319.5  319.7  319.5
  263.1   9996  -55.0  -60.6     50   0.04    311   35.8  319.5  319.7  319.5
  262.6  10008  -55.1  -60.5     51   0.04    311   35.7  319.5  319.7  319.5
  262.2  10017  -55.2  -60.4     52   0.04    311   35.6  319.5  319.7  319.5
  261.7  10029  -55.3  -60.4     53   0.04    311   35.6  319.5  319.7  319.5
  261.1  10044  -55.4  -60.4     54   0.04    312   35.5  319.5  319.7  319.5
  260.6  10059  -55.6  -60.5     54   0.04    312   35.4  319.5  319.7  319.5
  260.2  10068  -55.7  -60.5     55   0.04    312   35.4  319.5  319.7  319.5
  259.8  10076  -55.7  -60.5     55   0.04    313   35.4  319.5  319.7  319.5
  259.3  10086  -55.9  -60.5     56   0.04    313   35.4  319.5  319.7  319.5
  258.9  10097  -56.0  -60.6     56   0.04    313   35.4  319.5  319.7  319.5
  258.3  10110  -56.1  -60.7     56   0.04    314   35.5  319.6  319.8  319.6
  257.8  10126  -56.2  -60.8     56   0.04    314   35.6  319.5  319.7  319.5
  257.2  10143  -56.4  -61.0     55   0.04    314   35.7  319.5  319.7  319.6
  256.6  10157  -56.5  -61.2     55   0.04    314   35.8  319.6  319.8  319.6
  256.1  10166  -56.5  -61.4     53   0.04    315   36.0  319.8  319.9  319.8
  255.7  10177  -56.5  -61.8     52   0.04    315   36.2  319.8  320.0  319.8
  255.2  10191  -56.6  -62.2     49   0.03    315   36.5  319.9  320.0  319.9
  254.7  10200  -56.7  -62.6     47   0.03    315   36.7  320.0  320.1  320.0
  254.2  10214  -56.7  -63.0     45   0.03    315   37.0  320.0  320.2  320.0
  253.7  10229  -56.8  -63.3     43   0.03    315   37.3  320.2  320.3  320.2
  253.2  10237  -56.8  -63.7     42   0.03    315   37.7  320.3  320.4  320.3
  252.7  10255  -57.0  -64.0     41   0.03    316   38.0  320.2  320.3  320.2
  252.2  10267  -57.1  -64.2     40   0.03    316   38.4  320.3  320.4  320.3
  251.7  10276  -57.2  -64.3     40   0.03    316   38.7  320.3  320.4  320.3
  251.2  10289  -57.2  -64.4     40   0.03    316   39.1  320.4  320.5  320.4
  250.8  10301  -57.3  -64.5     40   0.03    316   39.4  320.4  320.5  320.4
  250.4  10310  -57.4  -64.5     40   0.03    316   39.7  320.4  320.6  320.4
  250.0  10320  -57.5  -64.5     40   0.03    316   39.7  320.5  320.6  320.5
  250.0  10320  -57.5  -64.5     40   0.03    317   40.0  320.5  320.6  320.5
  249.6  10330  -57.6  -64.6     41   0.03    317   40.2  320.5  320.6  320.5
  249.2  10340  -57.7  -64.5     41   0.03    317   40.5  320.5  320.6  320.5
  248.9  10349  -57.7  -64.5     42   0.03    317   40.7  320.5  320.6  320.5
  248.5  10358  -57.8  -64.5     42   0.03    317   40.8  320.5  320.6  320.5
  248.1  10367  -57.9  -64.4     43   0.03    317   40.9  320.6  320.7  320.6
  247.7  10376  -57.9  -64.4     43   0.03    317   41.0  320.6  320.8  320.7
  247.3  10387  -58.0  -64.4     44   0.03    317   41.0  320.7  320.9  320.8
  246.9  10397  -58.0  -64.4     44   0.03    317   41.1  320.8  320.9  320.8
  246.5  10410  -58.1  -64.4     44   0.03    317   41.0  320.8  321.0  320.8
  246.0  10422  -58.2  -64.5     44   0.03    317   41.0  320.9  321.0  320.9
  245.6  10433  -58.2  -64.4     45   0.03    317   40.9  321.0  321.1  321.0
  245.2  10443  -58.3  -64.5     45   0.03    317   40.9  321.1  321.2  321.1
  244.8  10452  -58.3  -64.5     45   0.03    317   40.8  321.2  321.3  321.2
  244.4  10464  -58.4  -64.6     45   0.03    317   40.7  321.2  321.3  321.2
  243.9  10473  -58.5  -64.6     45   0.03    317   40.6  321.3  321.4  321.3
  243.5  10485  -58.5  -64.6     45   0.03    317   40.5  321.3  321.4  321.3
  243.1  10498  -58.6  -64.6     46   0.03    317   40.5  321.3  321.4  321.3
  242.7  10507  -58.7  -64.6     47   0.03    318   40.4  321.3  321.4  321.3
  242.3  10516  -58.8  -64.6     47   0.03    318   40.4  321.4  321.5  321.4
  241.8  10529  -58.9  -64.6     48   0.03    318   40.4  321.4  321.5  321.4
  241.4  10541  -59.0  -64.6     49   0.03    318   40.4  321.4  321.5  321.4
  240.9  10554  -59.1  -64.5     50   0.03    318   40.4  321.4  321.5  321.4
  240.4  10565  -59.2  -64.4     51   0.03    318   40.4  321.5  321.6  321.5
  240.0  10576  -59.3  -64.3     52   0.03    318   40.5  321.5  321.7  321.5
  239.5  10588  -59.3  -64.2     53   0.03    318   40.5  321.6  321.7  321.6
  239.1  10601  -59.4  -64.1     54   0.03    318   40.5  321.7  321.8  321.7
  238.6  10613  -59.5  -64.2     54   0.03    319   40.6  321.7  321.9  321.8
  238.1  10625  -59.6  -64.2     55   0.03    319   40.6  321.8  321.9  321.8
  237.6  10639  -59.7  -64.4     54   0.03    319   40.6  321.8  321.9  321.8
  237.2  10651  -59.8  -64.4     54   0.03    319   40.6  321.9  322.0  321.9
  236.7  10662  -59.8  -64.6     54   0.03    319   40.5  322.0  322.1  322.0
  236.3  10673  -59.8  -64.7     53   0.03    320   40.5  322.2  322.3  322.2
  235.9  10685  -59.9  -64.8     52   0.03    320   40.5  322.2  322.4  322.3
  235.5  10694  -59.9  -65.0     51   0.03    320   40.5  322.3  322.4  322.3
  235.1  10706  -60.0  -65.2     50   0.03    320   40.5  322.4  322.5  322.4
  234.7  10717  -60.1  -65.3     50   0.02    320   40.4  322.4  322.5  322.4
  234.3  10729  -60.1  -65.5     50   0.02    321   40.4  322.4  322.5  322.4
  233.8  10740  -60.2  -65.6     49   0.02    321   40.5  322.5  322.6  322.5
  233.5  10749  -60.3  -65.6     49   0.02    321   40.5  322.5  322.6  322.5
  233.1  10758  -60.4  -65.7     50   0.02    321   40.5  322.5  322.6  322.6
  232.7  10769  -60.5  -65.7     50   0.02    321   40.6  322.6  322.7  322.6
  232.3  10780  -60.6  -65.8     50   0.02    321   40.6  322.6  322.7  322.6
  232.0  10789  -60.6  -65.8     51   0.02    321   40.7  322.6  322.7  322.6
  231.6  10800  -60.7  -65.8     51   0.02    321   40.8  322.6  322.7  322.6
  231.2  10809  -60.7  -65.7     52   0.02    321   40.9  322.8  322.9  322.8
  230.9  10818  -60.8  -65.7     52   0.02    321   40.9  322.8  322.9  322.8
  230.5  10827  -60.9  -65.7     53   0.02    321   41.0  322.9  323.0  322.9
  230.1  10839  -60.9  -65.7     53   0.02    321   41.1  322.9  323.0  322.9
  229.8  10849  -61.0  -65.7     54   0.02    321   41.3  322.9  323.0  322.9
  229.4  10857  -61.0  -65.7     54   0.02    321   41.4  323.0  323.1  323.0
  229.1  10866  -61.1  -65.7     54   0.02    321   41.6  323.1  323.2  323.1
  228.8  10875  -61.1  -65.8     54   0.02    321   41.8  323.1  323.2  323.1
  228.4  10884  -61.2  -65.8     54   0.02    321   42.0  323.2  323.3  323.2
  228.0  10895  -61.2  -65.9     54   0.02    321   42.2  323.3  323.4  323.3
  227.6  10906  -61.3  -66.0     54   0.02    321   42.4  323.3  323.4  323.3
  227.2  10917  -61.4  -66.0     54   0.02    321   42.6  323.3  323.4  323.3
  226.8  10930  -61.5  -66.1     54   0.02    321   42.8  323.3  323.4  323.3
  226.3  10942  -61.6  -66.2     54   0.02    322   42.9  323.4  323.5  323.4
  225.9  10952  -61.7  -66.3     54   0.02    322   43.0  323.4  323.5  323.4
  225.4  10966  -61.8  -66.4     54   0.02    322   43.0  323.5  323.5  323.5
  225.0  10979  -61.9  -66.6     53   0.02    322   43.0  323.5  323.6  323.5
  224.5  10991  -62.0  -66.8     53   0.02    323   42.9  323.6  323.7  323.6
  224.0  11005  -62.1  -67.0     52   0.02    323   42.7  323.6  323.7  323.6
  223.6  11017  -62.1  -67.3     50   0.02    323   42.5  323.7  323.8  323.7
  223.1  11032  -62.2  -67.6     48   0.02    323   42.2  323.8  323.9  323.9
  222.5  11046  -62.2  -67.9     46   0.02    324   41.9  324.1  324.1  324.1
  222.0  11060  -62.3  -68.2     45   0.02    324   41.6  324.2  324.3  324.2
  221.4  11079  -62.3  -68.4     43   0.02    324   41.2  324.4  324.5  324.4
  220.8  11095  -62.2  -68.6     42   0.02    324   40.8  324.7  324.8  324.7
  220.3  11107  -62.3  -68.7     42   0.02    324   40.4  324.9  324.9  324.9
  219.8  11123  -62.4  -68.8     42   0.02    324   40.0  324.9  325.0  324.9
  219.3  11135  -62.5  -69.0     41   0.02    324   39.6  325.0  325.1  325.0
  218.8  11151  -62.5  -69.0     41   0.02    324   39.2  325.2  325.2  325.2
  218.3  11164  -62.7  -69.2     41   0.02    324   38.7  325.1  325.2  325.1
  217.8  11178  -62.8  -69.3     41   0.02    323   38.3  325.2  325.3  325.2
  217.3  11193  -62.8  -69.3     41   0.02    323   37.9  325.3  325.3  325.3
  216.8  11206  -63.0  -69.4     41   0.02    323   37.6  325.3  325.4  325.3
  216.3  11222  -63.1  -69.5     41   0.02    323   37.2  325.3  325.4  325.3
  215.8  11234  -63.0  -69.4     42   0.02    323   36.9  325.7  325.8  325.7
  215.4  11251  -62.9  -69.3     42   0.02    322   36.6  326.1  326.1  326.1
  214.9  11260  -63.0  -69.4     42   0.02    322   36.3  326.1  326.1  326.1
