NACA 0009 Airfoil M=0.0% P=0.0% T=9.0%
  1.000000 -0.000000
  0.997867  0.000232
  0.991487  0.000923
  0.980913  0.002055
  0.966236  0.003602
  0.947582  0.005526
  0.925109  0.007786
  0.899009  0.010333
  0.869504  0.013116
  0.836848  0.016081
  0.801317  0.019174
  0.763216  0.022341
  0.722869  0.025525
  0.680621  0.028671
  0.636831  0.031718
  0.591875  0.034606
  0.546134  0.037271
  0.500000  0.039646
  0.453866  0.041665
  0.408125  0.043262
  0.363169  0.044372
  0.319379  0.044940
  0.277131  0.044917
  0.236784  0.044268
  0.198683  0.042973
  0.163152  0.041026
  0.130496  0.038441
  0.100991  0.035246
  0.074891  0.031481
  0.052418  0.027200
  0.033764  0.022460
  0.019087  0.017319
  0.008513  0.011833
  0.002133  0.006049
  0.000000  0.000000
  0.002133 -0.006049
  0.008513 -0.011833
  0.019087 -0.017319
  0.033764 -0.022460
  0.052418 -0.027200
  0.074891 -0.031481
  0.100991 -0.035246
  0.130496 -0.038441
  0.163152 -0.041026
  0.198683 -0.042973
  0.236784 -0.044268
  0.277131 -0.044917
  0.319379 -0.044940
  0.363169 -0.044372
  0.408125 -0.043262
  0.453866 -0.041665
  0.500000 -0.039646
  0.546134 -0.037271
  0.591875 -0.034606
  0.636831 -0.031718
  0.680621 -0.028671
  0.722869 -0.025525
  0.763216 -0.022341
  0.801317 -0.019174
  0.836848 -0.016081
  0.869504 -0.013116
  0.899009 -0.010333
  0.925109 -0.007786
  0.947582 -0.005526
  0.966236 -0.003602
  0.980913 -0.002055
  0.991487 -0.000923
  0.997867 -0.000232
  1.000000  0.000000
