NACA 0012 Airfoil M=0.0% P=0.0% T=12.0%
  1.000000 -0.000000
  0.997867  0.000310
  0.991487  0.001231
  0.980913  0.002740
  0.966236  0.004802
  0.947582  0.007369
  0.925109  0.010382
  0.899009  0.013777
  0.869504  0.017488
  0.836848  0.021441
  0.801317  0.025566
  0.763216  0.029788
  0.722869  0.034034
  0.680621  0.038228
  0.636831  0.042291
  0.591875  0.046141
  0.546134  0.049694
  0.500000  0.052862
  0.453866  0.055554
  0.408125  0.057683
  0.363169  0.059163
  0.319379  0.059920
  0.277131  0.059889
  0.236784  0.059024
  0.198683  0.057297
  0.163152  0.054701
  0.130496  0.051255
  0.100991  0.046994
  0.074891  0.041975
  0.052418  0.036267
  0.033764  0.029947
  0.019087  0.023093
  0.008513  0.015778
  0.002133  0.008065
  0.000000  0.000000
  0.002133 -0.008065
  0.008513 -0.015778
  0.019087 -0.023093
  0.033764 -0.029947
  0.052418 -0.036267
  0.074891 -0.041975
  0.100991 -0.046994
  0.130496 -0.051255
  0.163152 -0.054701
  0.198683 -0.057297
  0.236784 -0.059024
  0.277131 -0.059889
  0.319379 -0.059920
  0.363169 -0.059163
  0.408125 -0.057683
  0.453866 -0.055554
  0.500000 -0.052862
  0.546134 -0.049694
  0.591875 -0.046141
  0.636831 -0.042291
  0.680621 -0.038228
  0.722869 -0.034034
  0.763216 -0.029788
  0.801317 -0.025566
  0.836848 -0.021441
  0.869504 -0.017488
  0.899009 -0.013777
  0.925109 -0.010382
  0.947582 -0.007369
  0.966236 -0.004802
  0.980913 -0.002740
  0.991487 -0.001231
  0.997867 -0.000310
  1.000000  0.000000
