NACA 0017 Airfoil M=0.0% P=0.0% T=17.0%
  1.000000 -0.000000
  0.997867  0.000439
  0.991487  0.001743
  0.980913  0.003882
  0.966236  0.006803
  0.947582  0.010439
  0.925109  0.014707
  0.899009  0.019518
  0.869504  0.024774
  0.836848  0.030375
  0.801317  0.036218
  0.763216  0.042200
  0.722869  0.048215
  0.680621  0.054156
  0.636831  0.059912
  0.591875  0.065366
  0.546134  0.070400
  0.500000  0.074887
  0.453866  0.078701
  0.408125  0.081717
  0.363169  0.083815
  0.319379  0.084887
  0.277131  0.084843
  0.236784  0.083618
  0.198683  0.081170
  0.163152  0.077494
  0.130496  0.072611
  0.100991  0.066575
  0.074891  0.059465
  0.052418  0.051378
  0.033764  0.042424
  0.019087  0.032714
  0.008513  0.022352
  0.002133  0.011425
  0.000000  0.000000
  0.002133 -0.011425
  0.008513 -0.022352
  0.019087 -0.032714
  0.033764 -0.042424
  0.052418 -0.051378
  0.074891 -0.059465
  0.100991 -0.066575
  0.130496 -0.072611
  0.163152 -0.077494
  0.198683 -0.081170
  0.236784 -0.083618
  0.277131 -0.084843
  0.319379 -0.084887
  0.363169 -0.083815
  0.408125 -0.081717
  0.453866 -0.078701
  0.500000 -0.074887
  0.546134 -0.070400
  0.591875 -0.065366
  0.636831 -0.059912
  0.680621 -0.054156
  0.722869 -0.048215
  0.763216 -0.042200
  0.801317 -0.036218
  0.836848 -0.030375
  0.869504 -0.024774
  0.899009 -0.019518
  0.925109 -0.014707
  0.947582 -0.010439
  0.966236 -0.006803
  0.980913 -0.003882
  0.991487 -0.001743
  0.997867 -0.000439
  1.000000  0.000000
