zone, t="Re=6 million, alpha=10.0254, free transition"
.9483   .1172 
.9000   .0783
.8503   .0888
.7998   .0911
.7497   .0790
.7003   .0809
.6502   .0726
.5997   .0885
.5506   .0932
.5000   .1022
.4503   .1147
.4000   .1366
.3507   .1531
.3002   .1866
.2501   .2245
.2004   .2807
.1504   .3703
.1000   .5194
.0755   .6255
.0510   .7709
.0251   .9798
.0122  1.0067
0.    -2.4197
.0135 -3.6981
.0271 -2.9842
.0515 -2.2957
.0763 -1.9649
.1012 -1.7081
.1503 -1.3616
.1994 -1.1692
.2501  -.9990
.2999  -.8691
.3499  -.7595
.3994  -.6591
.4496  -.5841
.4997  -.5032
.5492  -.4291
.5994  -.3646
.6495  -.3056
.6996  -.2430
.7489  -.1884
.8003  -.1189
.8500  -.0551
.8993   .0152
.9489   .0870
