NACA 0021 Airfoil M=0.0% P=0.0% T=21.0%
  1.000000 -0.000000
  0.997867  0.000542
  0.991487  0.002154
  0.980913  0.004796
  0.966236  0.008404
  0.947582  0.012895
  0.925109  0.018168
  0.899009  0.024111
  0.869504  0.030603
  0.836848  0.037522
  0.801317  0.044740
  0.763216  0.052129
  0.722869  0.059559
  0.680621  0.066898
  0.636831  0.074008
  0.591875  0.080747
  0.546134  0.086965
  0.500000  0.092508
  0.453866  0.097219
  0.408125  0.100944
  0.363169  0.103536
  0.319379  0.104860
  0.277131  0.104807
  0.236784  0.103292
  0.198683  0.100269
  0.163152  0.095728
  0.130496  0.089696
  0.100991  0.082240
  0.074891  0.073456
  0.052418  0.063467
  0.033764  0.052407
  0.019087  0.040412
  0.008513  0.027611
  0.002133  0.014114
  0.000000  0.000000
  0.002133 -0.014114
  0.008513 -0.027611
  0.019087 -0.040412
  0.033764 -0.052407
  0.052418 -0.063467
  0.074891 -0.073456
  0.100991 -0.082240
  0.130496 -0.089696
  0.163152 -0.095728
  0.198683 -0.100269
  0.236784 -0.103292
  0.277131 -0.104807
  0.319379 -0.104860
  0.363169 -0.103536
  0.408125 -0.100944
  0.453866 -0.097219
  0.500000 -0.092508
  0.546134 -0.086965
  0.591875 -0.080747
  0.636831 -0.074008
  0.680621 -0.066898
  0.722869 -0.059559
  0.763216 -0.052129
  0.801317 -0.044740
  0.836848 -0.037522
  0.869504 -0.030603
  0.899009 -0.024111
  0.925109 -0.018168
  0.947582 -0.012895
  0.966236 -0.008404
  0.980913 -0.004796
  0.991487 -0.002154
  0.997867 -0.000542
  1.000000  0.000000
